,tsne-one,tsne-two,tsne-three,gs_text34
2905,0.72650194,4.575309,1.7606196,"Pregnancy, childbirth and the puerperiu"
2906,0.73355746,4.591374,1.7349063,Certain infectious and Parasitic Diseases
2907,0.73649865,4.6069856,1.7071065,Birth asphyxia
2908,0.73914325,4.6218085,1.6769108,Diseases of Respiratory System
2909,0.74224466,4.636934,1.6497968,"Pregnancy, childbirth and the puerperiu"
2910,0.7449609,4.6524453,1.6200283,Diseases of the circulatory system
2911,0.7469822,4.667638,1.591038,External Causes of Morbidity and Mortality
2912,0.7500258,4.6821957,1.563509,Diseases of Respiratory System
2913,0.752712,4.6964874,1.5326319,"Pregnancy, childbirth and the puerperiu"
2914,0.75534177,4.7112474,1.5033321,Other Infectious Diseases
2915,0.7565304,4.722826,1.480722,Certain infectious and Parasitic Diseases
2916,0.7588616,4.7379193,1.4473157,Certain infectious and Parasitic Diseases
2917,0.7624254,4.748912,1.4178516,"Injury, Poisoning and External Causes"
2918,0.76377195,4.762806,1.3874787,"Pregnancy, childbirth and the puerperiu"
2919,0.7658175,4.7760434,1.3577442,Birth asphyxia
2920,0.7683508,4.7875814,1.3277212,Diseases of the circulatory system
2921,0.7702376,4.799399,1.2966996,Diseases of the circulatory system
2922,0.7716331,4.811844,1.2686484,"Pregnancy, childbirth and the puerperiu"
2923,0.7730513,4.8231544,1.2394246,"Pregnancy, childbirth and the puerperiu"
2924,0.77574265,4.835126,1.2083738,Diseases of Respiratory System
2925,0.7771942,4.847081,1.1778775,Certain infectious and Parasitic Diseases
2926,0.77890146,4.8572154,1.1493039,Certain infectious and Parasitic Diseases
2927,0.7805458,4.867182,1.1174597,Other Defined Causes of Child Deaths
2928,0.78209573,4.8774047,1.0868527,Diseases of Respiratory System
2929,0.7834092,4.8884897,1.0550772,"Pregnancy, childbirth and the puerperiu"
2930,0.78487045,4.895042,1.0271014,"Pregnancy, childbirth and the puerperiu"
2931,0.7870295,4.904618,0.9949692,Certain infectious and Parasitic Diseases
2932,0.78861314,4.9161043,0.9632252,Certain infectious and Parasitic Diseases
2933,0.7882008,4.9231114,0.9334933,Certain infectious and Parasitic Diseases
2934,0.7890834,4.932329,0.9050373,Diseases of the Genitourinary System
2935,0.79089737,4.940219,0.87343,Diseases of the Digestive System
2936,0.79127246,4.9466834,0.83986825,Other Non-communicable Diseases
2937,0.7922658,4.9549565,0.80839866,Diseases of the circulatory system
2938,0.7939085,4.9629054,0.78024393,Other Non-communicable Diseases
2939,0.79353404,4.9696183,0.74697745,Certain infectious and Parasitic Diseases
2940,0.79396003,4.9765544,0.71812975,"Pregnancy, childbirth and the puerperiu"
2941,0.79652536,4.980078,0.684815,"Endocrine, Nutritional and Metabolic Diseases"
2942,0.79651064,4.9847836,0.6584585,"Injury, Poisoning and External Causes"
2943,0.79640293,4.9922853,0.62565917,Diseases of Respiratory System
2944,0.7964947,4.9993033,0.5924106,"Pregnancy, childbirth and the puerperiu"
2945,0.7973695,4.9988356,0.5605576,Diseases of the Genitourinary System
2946,0.7973092,5.0045834,0.52994066,External Causes of Morbidity and Mortality
2947,0.7970677,5.0101457,0.49884224,Neoplasms
2948,0.7980936,5.015078,0.46714875,Diseases of the circulatory system
2949,0.79781103,5.01651,0.435013,Diseases of Respiratory System
2950,0.7974045,5.019466,0.40390646,Other Infectious Diseases
2951,0.79704577,5.022827,0.37441826,Diseases of the circulatory system
2952,0.7971537,5.025754,0.3438603,Certain infectious and Parasitic Diseases
2953,0.7970064,5.0259705,0.3112574,Neoplasms
2954,0.79651356,5.028223,0.27834684,Diseases of the circulatory system
2955,0.7958869,5.0289617,0.24919742,Certain infectious and Parasitic Diseases
2956,0.79557014,5.0285807,0.21668628,Other Cardiovascular Diseases
2957,0.79505396,5.0284743,0.18670745,"Pregnancy, childbirth and the puerperiu"
2958,0.79545826,5.0295367,0.15525627,"Injury, Poisoning and External Causes"
2959,0.7939455,5.02905,0.12426261,Other Defined Causes of Child Deaths
2960,0.79266596,5.0279665,0.092356816,Diseases of the Digestive System
2961,0.7926853,5.0252104,0.06425643,External Causes of Morbidity and Mortality
2962,0.79162866,5.024597,0.0306987,Diseases of the circulatory system
2963,0.7901191,5.023118,0.0004751957,Certain infectious and Parasitic Diseases
2964,0.7895373,5.021101,-0.030708581,Congenital malformation
2965,0.7882163,5.018386,-0.06263949,Certain infectious and Parasitic Diseases
2966,0.7873543,5.0136266,-0.09253457,Other Non-communicable Diseases
2967,0.78596115,5.00857,-0.122717805,Diseases of the Digestive System
2968,0.784966,5.0046535,-0.15258577,Diseases of Respiratory System
2969,0.7839362,5.0000935,-0.18691821,Certain infectious and Parasitic Diseases
2970,0.7823448,4.9971094,-0.21226382,External Causes of Morbidity and Mortality
2971,0.7809479,4.990587,-0.24545394,"Pregnancy, childbirth and the puerperiu"
2972,0.77924967,4.9861083,-0.27390793,Other Cardiovascular Diseases
2973,0.77779466,4.9805875,-0.30411863,Diseases of the Digestive System
2974,0.77646565,4.97217,-0.33403212,Diseases of the circulatory system
2975,0.7741376,4.9650435,-0.36425912,Diseases of Respiratory System
2976,0.77282953,4.957997,-0.39400908,Diseases of the circulatory system
2977,0.7711891,4.9480367,-0.4238606,"Pregnancy, childbirth and the puerperiu"
2978,0.76920146,4.940287,-0.4526558,Birth asphyxia
2979,0.7672605,4.931811,-0.48169538,"Pregnancy, childbirth and the puerperiu"
2980,0.76595074,4.924264,-0.5101534,Certain infectious and Parasitic Diseases
2981,0.763344,4.9140363,-0.53953546,External Causes of Morbidity and Mortality
2982,0.7612965,4.903175,-0.56802267,Neoplasms
2983,0.75956565,4.892577,-0.59756494,Neoplasms
2984,0.7574905,4.882118,-0.6261013,"Pregnancy, childbirth and the puerperiu"
2985,0.75508434,4.8705053,-0.652238,Diseases of the Genitourinary System
2986,0.75314826,4.8586183,-0.6794988,Diseases of Respiratory System
2987,0.7507399,4.845566,-0.7085619,Other Infectious Diseases
2988,0.74871373,4.833336,-0.73601127,Other Infectious Diseases
2989,0.74615735,4.820682,-0.7622971,Other Infectious Diseases
2990,0.7440006,4.807136,-0.78921574,"Injury, Poisoning and External Causes"
2991,0.74148124,4.794695,-0.81576115,Diseases of Respiratory System
2992,0.7388693,4.778795,-0.84250134,Other Cardiovascular Diseases
2993,0.73694015,4.7640486,-0.86803836,Diseases of the circulatory system
2994,0.7344805,4.7481174,-0.89461476,Certain infectious and Parasitic Diseases
2995,0.7318735,4.733937,-0.92025673,"Injury, Poisoning and External Causes"
2996,0.72939134,4.716999,-0.945655,"Pregnancy, childbirth and the puerperiu"
2997,0.7270718,4.700937,-0.9703219,Diseases of Respiratory System
2998,0.7243649,4.684578,-0.9946099,"Endocrine, Nutritional and Metabolic Diseases"
2999,0.7217062,4.6669893,-1.018813,Diseases of the Genitourinary System
3000,0.71912706,4.650338,-1.0432334,"Endocrine, Nutritional and Metabolic Diseases"
3001,0.71668786,4.6315293,-1.0658808,Other Non-communicable Diseases
3002,0.7140756,4.61277,-1.0890205,Congenital malformation
3003,0.71163625,4.5933366,-1.1147051,Diseases of Respiratory System
3004,0.70903265,4.575575,-1.1350243,Diseases of the circulatory system
3005,0.7065738,4.555364,-1.1571732,Diseases of Respiratory System
3006,0.7038155,4.5350738,-1.1791049,Diseases of Respiratory System
3007,0.70131654,4.513771,-1.2004842,Other Non-communicable Diseases
3008,0.69869626,4.4939575,-1.2211928,External Causes of Morbidity and Mortality
3009,0.6961849,4.4726324,-1.2425638,External Causes of Morbidity and Mortality
3010,0.69364524,4.4523754,-1.2641526,Certain infectious and Parasitic Diseases
3011,0.6910178,4.429269,-1.2841415,Diseases of the Genitourinary System
3012,0.68850976,4.4071307,-1.3035828,Certain infectious and Parasitic Diseases
3013,0.6859882,4.3844767,-1.3223656,External Causes of Morbidity and Mortality
3014,0.6835274,4.361463,-1.3410826,Diseases of Respiratory System
3015,0.6810557,4.34225,-1.360224,Certain infectious and Parasitic Diseases
3016,0.67865455,4.314181,-1.376309,Certain infectious and Parasitic Diseases
3017,0.6762656,4.2914467,-1.3961084,Neoplasms
3018,0.6739234,4.265606,-1.4127015,Birth asphyxia
3019,0.6716068,4.240833,-1.4281577,Certain infectious and Parasitic Diseases
3020,0.66931677,4.2170544,-1.4449422,External Causes of Morbidity and Mortality
3021,0.66709423,4.191287,-1.4615643,Diseases of the Nervous System
3022,0.6648944,4.167758,-1.4759588,Neoplasms
3023,0.66274154,4.1427593,-1.4930063,Certain infectious and Parasitic Diseases
3024,0.6606461,4.1147733,-1.505422,"Pregnancy, childbirth and the puerperiu"
3025,0.6586243,4.088675,-1.5195751,Other Non-communicable Diseases
3026,0.6566189,4.0612864,-1.5335871,Diseases of the Genitourinary System
3027,0.6546973,4.034945,-1.5470269,Other Cardiovascular Diseases
3028,0.65285796,4.0076485,-1.5594784,Other Cardiovascular Diseases
3029,0.651061,3.980475,-1.5717827,Other Infectious Diseases
3030,0.64933836,3.9530468,-1.5827144,External Causes of Morbidity and Mortality
3031,0.6476781,3.9251947,-1.5946788,Diseases of the circulatory system
3032,0.64611644,3.8949971,-1.6056137,Certain infectious and Parasitic Diseases
3033,0.64459634,3.8687243,-1.6160946,Diseases of the Genitourinary System
3034,0.643162,3.8408809,-1.6263523,Diseases of the circulatory system
3035,0.6418252,3.812404,-1.6350958,Other Defined Causes of Child Deaths
3036,0.6405779,3.7823384,-1.6445347,Other Non-communicable Diseases
3037,0.639424,3.7515783,-1.6530455,External Causes of Morbidity and Mortality
3038,0.6383199,3.722961,-1.6610702,Other Cardiovascular Diseases
3039,0.6373661,3.6940196,-1.6686851,"Pregnancy, childbirth and the puerperiu"
3040,0.6365078,3.6633644,-1.6758595,External Causes of Morbidity and Mortality
3041,0.63572335,3.6332157,-1.6822926,Diseases of the circulatory system
3042,0.6350513,3.6034772,-1.6888673,Diseases of the Digestive System
3043,0.63443,3.5726526,-1.6947271,Neoplasms
3044,0.63403904,3.5396028,-1.6999941,"Endocrine, Nutritional and Metabolic Diseases"
3045,0.63371575,3.512944,-1.7048804,"Pregnancy, childbirth and the puerperiu"
3046,0.6334617,3.4820976,-1.7094976,Diseases of the circulatory system
3047,0.63337654,3.450049,-1.7133212,Birth asphyxia
3048,0.63339984,3.418182,-1.7170798,External Causes of Morbidity and Mortality
3049,0.6335819,3.3872435,-1.7202065,External Causes of Morbidity and Mortality
3050,0.63385874,3.355947,-1.7224969,Diseases of the Genitourinary System
3051,0.63426197,3.3246193,-1.7254661,Other Infectious Diseases
3052,0.63484085,3.2920682,-1.7271258,External Causes of Morbidity and Mortality
3053,0.63553804,3.2626767,-1.7285995,Diseases of Respiratory System
3054,0.6363804,3.2283833,-1.7296056,"Pregnancy, childbirth and the puerperiu"
3055,0.63738203,3.197192,-1.7301288,Hemorrhagic fever
3056,0.6385284,3.1652465,-1.7307478,Diseases of Respiratory System
3057,0.6398265,3.1325066,-1.7304447,Other Non-communicable Diseases
3058,0.6412908,3.1001053,-1.7301958,"Injury, Poisoning and External Causes"
3059,0.64292324,3.0670547,-1.7291476,Birth asphyxia
3060,0.6447096,3.0351183,-1.7278082,Diseases of the Digestive System
3061,0.6466633,3.0024538,-1.726275,Diseases of the Digestive System
3062,0.64881694,2.9697795,-1.7242388,Certain infectious and Parasitic Diseases
3063,0.651127,2.9368978,-1.7220048,"Injury, Poisoning and External Causes"
3064,0.6536227,2.9041414,-1.7193303,Diseases of the Digestive System
3065,0.65629953,2.8708668,-1.7163136,Diseases of Respiratory System
3066,0.65917015,2.8374414,-1.7129686,Certain infectious and Parasitic Diseases
3067,0.66225094,2.8045933,-1.7092775,External Causes of Morbidity and Mortality
3068,0.6655016,2.7713163,-1.7052957,Certain infectious and Parasitic Diseases
3069,0.66893005,2.7374995,-1.7009585,"Pregnancy, childbirth and the puerperiu"
3070,0.6726177,2.7039287,-1.6963081,"Pregnancy, childbirth and the puerperiu"
3071,0.6764794,2.67099,-1.6913917,Diseases of Respiratory System
3072,0.6805513,2.6369133,-1.6861848,Birth asphyxia
3073,0.68482524,2.6040509,-1.6806123,Other Non-communicable Diseases
3074,0.68933886,2.569526,-1.6748459,Other Non-communicable Diseases
3075,0.6940509,2.5357726,-1.6687926,"Pregnancy, childbirth and the puerperiu"
3076,0.6990093,2.502336,-1.662449,Congenital malformation
3077,0.7041867,2.4677644,-1.6559595,Certain infectious and Parasitic Diseases
3078,0.70956504,2.4337564,-1.6490247,Other Cardiovascular Diseases
3079,0.715173,2.3997371,-1.642107,Certain infectious and Parasitic Diseases
3080,0.72108465,2.3659725,-1.6346714,Hemorrhagic fever
3081,0.72714,2.3315914,-1.627342,Diseases of the circulatory system
3082,0.73351836,2.29738,-1.6196086,"Pregnancy, childbirth and the puerperiu"
3083,0.7401427,2.2634563,-1.6114683,Certain infectious and Parasitic Diseases
3084,0.74699336,2.2290819,-1.603482,Diseases of Respiratory System
3085,0.754003,2.1944222,-1.5950735,Neoplasms
3086,0.76135993,2.1603637,-1.5868694,Neoplasms
3087,0.7690269,2.1261022,-1.5775933,Diseases of Respiratory System
3088,0.7768342,2.0914273,-1.5689625,"Pregnancy, childbirth and the puerperiu"
3089,0.78499496,2.0569549,-1.5598606,Diseases of the Genitourinary System
3090,0.7932937,2.0228207,-1.5507133,Certain infectious and Parasitic Diseases
3091,0.80196065,1.9885262,-1.5412908,"Endocrine, Nutritional and Metabolic Diseases"
3092,0.8108697,1.9543155,-1.5319077,"Pregnancy, childbirth and the puerperiu"
3093,0.82000107,1.9193673,-1.5216206,Other Cardiovascular Diseases
3094,0.82951605,1.8852249,-1.5123788,External Causes of Morbidity and Mortality
3095,0.83919376,1.8507581,-1.502218,External Causes of Morbidity and Mortality
3096,0.8490846,1.8164536,-1.4922765,Congenital malformation
3097,0.85939133,1.782166,-1.4819702,"Pregnancy, childbirth and the puerperiu"
3098,0.8698671,1.7479068,-1.4713746,"Pregnancy, childbirth and the puerperiu"
3099,0.88070375,1.7136863,-1.461672,Diseases of the circulatory system
3100,0.8917078,1.6795049,-1.4514604,"Pregnancy, childbirth and the puerperiu"
3101,0.90291405,1.6453896,-1.440598,Certain infectious and Parasitic Diseases
3102,0.9143744,1.6113477,-1.4295516,External Causes of Morbidity and Mortality
3103,0.92620385,1.5773848,-1.4189552,Certain infectious and Parasitic Diseases
3104,0.93825316,1.543437,-1.4085152,Other Infectious Diseases
3105,0.9504223,1.5097381,-1.396142,Certain infectious and Parasitic Diseases
3106,0.9631163,1.4759127,-1.3868078,Neoplasms
3107,0.97590005,1.4422415,-1.3754154,Neoplasms
3108,0.98906535,1.4086734,-1.3640751,Certain infectious and Parasitic Diseases
3109,1.0021826,1.3751647,-1.3539842,Certain infectious and Parasitic Diseases
3110,1.015735,1.3419195,-1.3420846,"Pregnancy, childbirth and the puerperiu"
3111,1.029315,1.308739,-1.3307697,Diseases of the circulatory system
3112,1.0434401,1.2754455,-1.3195193,Other Non-communicable Diseases
3113,1.0575267,1.2425064,-1.3085189,"Endocrine, Nutritional and Metabolic Diseases"
3114,1.0719475,1.2096188,-1.2974157,Certain infectious and Parasitic Diseases
3115,1.08654,1.176816,-1.286308,Other Non-communicable Diseases
3116,1.101388,1.1440618,-1.2751848,Diseases of the Genitourinary System
3117,1.1163896,1.1116599,-1.2640623,External Causes of Morbidity and Mortality
3118,1.1316001,1.0794785,-1.2521998,External Causes of Morbidity and Mortality
3119,1.1470166,1.0469614,-1.2414458,Diseases of the circulatory system
3120,1.1625382,1.0146208,-1.229824,External Causes of Morbidity and Mortality
3121,1.1783144,0.9830018,-1.2175153,Diseases of the circulatory system
3122,1.1942403,0.9511992,-1.207871,"Injury, Poisoning and External Causes"
3123,1.2103153,0.9193501,-1.1964229,Certain infectious and Parasitic Diseases
3124,1.2265621,0.8878974,-1.1848508,"Endocrine, Nutritional and Metabolic Diseases"
3125,1.2428783,0.85649335,-1.1736362,Diseases of the Genitourinary System
3126,1.2593883,0.82494104,-1.1628159,"Pregnancy, childbirth and the puerperiu"
3127,1.2760184,0.7939363,-1.1512057,Certain infectious and Parasitic Diseases
3128,1.2927731,0.7627814,-1.1396096,Certain infectious and Parasitic Diseases
3129,1.3096579,0.73172355,-1.1292495,Birth asphyxia
3130,1.326678,0.7009153,-1.1176908,Neoplasms
3131,1.3437278,0.67028147,-1.1068418,External Causes of Morbidity and Mortality
3132,1.3608867,0.64045495,-1.0947003,Certain infectious and Parasitic Diseases
3133,1.3781035,0.6097935,-1.0836611,Diseases of Respiratory System
3134,1.3954855,0.57903117,-1.0735308,Certain infectious and Parasitic Diseases
3135,1.4128102,0.54884905,-1.0606415,Diseases of Respiratory System
3136,1.4303294,0.518369,-1.0524911,Diseases of Respiratory System
3137,1.4478285,0.48866606,-1.0412513,Diseases of the Nervous System
3138,1.4653454,0.45909595,-1.0284773,Certain infectious and Parasitic Diseases
3139,1.4829111,0.42893702,-1.0170816,Diseases of Respiratory System
3140,1.5007453,0.39951068,-1.0058647,Diseases of Respiratory System
3141,1.5181909,0.36991388,-0.99498564,Diseases of the Genitourinary System
3142,1.5358646,0.3403715,-0.983338,Birth asphyxia
3143,1.5535998,0.31080768,-0.9736171,Other Non-communicable Diseases
3144,1.5712857,0.2813183,-0.9614537,"Pregnancy, childbirth and the puerperiu"
3145,1.5887817,0.25219133,-0.9509735,Other Defined Causes of Child Deaths
3146,1.6065061,0.22287762,-0.9399646,Diseases of Respiratory System
3147,1.6241404,0.19356239,-0.9285167,"Pregnancy, childbirth and the puerperiu"
3148,1.641718,0.16443236,-0.91811323,"Endocrine, Nutritional and Metabolic Diseases"
3149,1.6593232,0.13530497,-0.9070109,Birth asphyxia
3150,1.6767269,0.10637362,-0.89366543,Hemorrhagic fever
3151,1.6943759,0.077009276,-0.8873456,"Pregnancy, childbirth and the puerperiu"
3152,1.7117566,0.048163507,-0.87384355,Other Cardiovascular Diseases
3153,1.7290215,0.018924532,-0.86321664,Diseases of Respiratory System
3154,1.7462941,-0.010004507,-0.8509062,External Causes of Morbidity and Mortality
3155,1.7634724,-0.038966633,-0.8408503,Birth asphyxia
3156,1.780479,-0.067692496,-0.82858217,Diseases of Respiratory System
3157,1.797595,-0.096941955,-0.81887496,Neoplasms
3158,1.8144249,-0.12578797,-0.8050078,Other Cardiovascular Diseases
3159,1.8310837,-0.15462331,-0.7964534,"Pregnancy, childbirth and the puerperiu"
3160,1.847951,-0.18372574,-0.7849766,Diseases of the Genitourinary System
3161,1.8646101,-0.21273692,-0.7736108,Certain infectious and Parasitic Diseases
3162,1.880832,-0.2414941,-0.7613355,Diseases of the Genitourinary System
3163,1.8972106,-0.2707449,-0.75163627,External Causes of Morbidity and Mortality
3164,1.913392,-0.29966792,-0.740499,External Causes of Morbidity and Mortality
3165,1.9293833,-0.32879403,-0.7284726,External Causes of Morbidity and Mortality
3166,1.9453241,-0.35777095,-0.7176594,"Injury, Poisoning and External Causes"
3167,1.9609835,-0.38682762,-0.7057507,Diseases of Respiratory System
3168,1.976589,-0.41584837,-0.69504654,Other Non-communicable Diseases
3169,1.9920295,-0.44483483,-0.68371475,Certain infectious and Parasitic Diseases
3170,2.0073044,-0.47446254,-0.6724641,"Pregnancy, childbirth and the puerperiu"
3171,2.022406,-0.5036999,-0.66224545,External Causes of Morbidity and Mortality
3172,2.037356,-0.53279597,-0.6504735,Certain infectious and Parasitic Diseases
3173,2.0520463,-0.56208396,-0.6391804,"Injury, Poisoning and External Causes"
3174,2.066585,-0.59162086,-0.62707657,Other Cardiovascular Diseases
3175,2.0809236,-0.6205637,-0.6160243,Diseases of the circulatory system
3176,2.0950146,-0.65043676,-0.60178816,Other Infectious Diseases
3177,2.109023,-0.6800158,-0.59245753,Birth asphyxia
3178,2.1227045,-0.70938635,-0.57861286,"Pregnancy, childbirth and the puerperiu"
3179,2.1362631,-0.7389637,-0.5695723,External Causes of Morbidity and Mortality
3180,2.1496415,-0.7688965,-0.55994433,"Pregnancy, childbirth and the puerperiu"
3181,2.1627693,-0.7983946,-0.54672396,"Pregnancy, childbirth and the puerperiu"
3182,2.1757426,-0.82795495,-0.5354285,Certain infectious and Parasitic Diseases
3183,2.1884494,-0.8579442,-0.52304274,"Pregnancy, childbirth and the puerperiu"
3184,2.2009423,-0.88805014,-0.5124122,"Pregnancy, childbirth and the puerperiu"
3185,2.2132502,-0.9179154,-0.5009497,Other Infectious Diseases
3186,2.2253888,-0.94781667,-0.4890132,External Causes of Morbidity and Mortality
3187,2.237183,-0.97787374,-0.47715434,Diseases of the circulatory system
3188,2.2488346,-1.0079974,-0.4644681,"Endocrine, Nutritional and Metabolic Diseases"
3189,2.2603323,-1.0381598,-0.45343438,"Endocrine, Nutritional and Metabolic Diseases"
3190,2.271481,-1.068405,-0.43838263,"Endocrine, Nutritional and Metabolic Diseases"
3191,2.2825458,-1.0989418,-0.42977074,Neoplasms
3192,2.2932818,-1.1291405,-0.4168893,"Endocrine, Nutritional and Metabolic Diseases"
3193,2.3037264,-1.1597079,-0.40382293,Congenital malformation
3194,2.3140047,-1.1903375,-0.39459643,Diseases of the circulatory system
3195,2.3243692,-1.2207806,-0.3833734,Congenital malformation
3196,2.3339732,-1.2514101,-0.36914247,Diseases of the circulatory system
3197,2.3435872,-1.2820942,-0.36108434,Diseases of the Digestive System
3198,2.3528476,-1.312884,-0.3475337,Other Defined Causes of Child Deaths
3199,2.3620896,-1.3436875,-0.33439857,Certain infectious and Parasitic Diseases
3200,2.3711398,-1.3745363,-0.32140163,Diseases of the Genitourinary System
3201,2.3795462,-1.4054475,-0.30998692,"Pregnancy, childbirth and the puerperiu"
3202,2.3880587,-1.4365267,-0.30060798,External Causes of Morbidity and Mortality
3203,2.396398,-1.4675016,-0.28608423,External Causes of Morbidity and Mortality
3204,2.404549,-1.4986078,-0.2751475,"Pregnancy, childbirth and the puerperiu"
3205,2.4120264,-1.5297625,-0.2647301,External Causes of Morbidity and Mortality
3206,2.4197705,-1.5609617,-0.25141367,Diseases of the circulatory system
3207,2.4272935,-1.5922393,-0.24162513,Certain infectious and Parasitic Diseases
3208,2.4339576,-1.6235536,-0.22867568,Certain infectious and Parasitic Diseases
3209,2.4407995,-1.6549236,-0.21820801,Diseases of Respiratory System
3210,2.4471858,-1.6862556,-0.20140213,Diseases of Respiratory System
3211,2.4536602,-1.7177624,-0.19160706,"Endocrine, Nutritional and Metabolic Diseases"
3212,2.459872,-1.7493038,-0.18108614,Diseases of Respiratory System
3213,2.4656346,-1.7808515,-0.16955465,Other Non-communicable Diseases
3214,2.4715128,-1.812508,-0.1587414,External Causes of Morbidity and Mortality
3215,2.4774106,-1.8440996,-0.14619835,Neoplasms
3216,2.4823596,-1.8758608,-0.1351048,Neoplasms
3217,2.4870377,-1.907559,-0.12307214,Birth asphyxia
3218,2.4922822,-1.9394326,-0.11253617,Birth asphyxia
3219,2.4968982,-1.971238,-0.10084274,Certain infectious and Parasitic Diseases
3220,2.5012188,-2.003171,-0.091205806,Diseases of the Digestive System
3221,2.5054946,-2.0349915,-0.078429915,External Causes of Morbidity and Mortality
3222,2.5093043,-2.0668101,-0.06579932,Certain infectious and Parasitic Diseases
3223,2.5131721,-2.0987842,-0.055703826,Congenital malformation
3224,2.5169528,-2.1308131,-0.045390546,Certain infectious and Parasitic Diseases
3225,2.5191588,-2.1628733,-0.03454692,Other Non-communicable Diseases
3226,2.523068,-2.1949146,-0.024051735,External Causes of Morbidity and Mortality
3227,2.5257008,-2.2269778,-0.012814188,Diseases of Respiratory System
3228,2.5283165,-2.2589915,-0.00075476663,"Pregnancy, childbirth and the puerperiu"
3229,2.5301764,-2.2911453,0.0089938445,External Causes of Morbidity and Mortality
3230,2.5328505,-2.3232782,0.01854628,Diseases of the circulatory system
3231,2.5352032,-2.3553967,0.028646477,"Pregnancy, childbirth and the puerperiu"
3232,2.5368528,-2.387551,0.0382096,External Causes of Morbidity and Mortality
3233,2.538029,-2.419743,0.046343554,Certain infectious and Parasitic Diseases
3234,2.5405803,-2.4518967,0.057036214,External Causes of Morbidity and Mortality
3235,2.5406663,-2.4840221,0.06738368,"Endocrine, Nutritional and Metabolic Diseases"
3236,2.5414088,-2.5161724,0.080125876,"Pregnancy, childbirth and the puerperiu"
3237,2.5431783,-2.5484314,0.0874674,External Causes of Morbidity and Mortality
3238,2.54424,-2.5805652,0.09739904,Certain infectious and Parasitic Diseases
3239,2.5440602,-2.6128545,0.10413379,Certain infectious and Parasitic Diseases
3240,2.5448568,-2.6451137,0.1138676,Diseases of the Digestive System
3241,2.5442877,-2.6773453,0.1209121,Diseases of the circulatory system
3242,2.5445209,-2.7095032,0.13060889,Diseases of the circulatory system
3243,2.543815,-2.7417169,0.13654889,Diseases of Respiratory System
3244,2.5442092,-2.7738938,0.14509867,Other Non-communicable Diseases
3245,2.542926,-2.8060186,0.15306231,Birth asphyxia
3246,2.541657,-2.8381138,0.16131493,Congenital malformation
3247,2.5422065,-2.870272,0.1679362,Diseases of Respiratory System
3248,2.5408704,-2.9023645,0.17294239,Diseases of Respiratory System
3249,2.5396307,-2.9343405,0.18058966,Diseases of the circulatory system
3250,2.5365863,-2.9663725,0.18640363,Other Non-communicable Diseases
3251,2.5343742,-2.9983945,0.19229095,Birth asphyxia
3252,2.533916,-3.0303097,0.196805,Diseases of Respiratory System
3253,2.5327923,-3.062167,0.20560122,"Pregnancy, childbirth and the puerperiu"
3254,2.5314002,-3.094021,0.2072173,Hemorrhagic fever
3255,2.5288014,-3.1257944,0.21060865,Other Defined Causes of Child Deaths
3256,2.5248568,-3.1574838,0.21494645,Other Defined Causes of Child Deaths
3257,2.5235572,-3.1891227,0.21742857,Diseases of Respiratory System
3258,2.521278,-3.2206936,0.22432902,"Pregnancy, childbirth and the puerperiu"
3259,2.5200932,-3.2521734,0.22435582,Neoplasms
3260,2.5169415,-3.2835875,0.22990693,Certain infectious and Parasitic Diseases
3261,2.5119617,-3.314878,0.22854528,"Endocrine, Nutritional and Metabolic Diseases"
3262,2.5108557,-3.3460853,0.23061486,Other Cardiovascular Diseases
3263,2.5059066,-3.377212,0.2305095,Diseases of the Digestive System
3264,2.502968,-3.40819,0.23326313,Diseases of the Digestive System
3265,2.4979303,-3.4390252,0.2378461,External Causes of Morbidity and Mortality
3266,2.494915,-3.4697967,0.23412219,Certain infectious and Parasitic Diseases
3267,2.4902668,-3.5004437,0.23415995,"Pregnancy, childbirth and the puerperiu"
3268,2.4879735,-3.53096,0.23401666,Other Cardiovascular Diseases
3269,2.4858062,-3.5613077,0.23032957,External Causes of Morbidity and Mortality
3270,2.4794745,-3.5914085,0.22769363,Certain infectious and Parasitic Diseases
3271,2.475773,-3.621375,0.22333294,Certain infectious and Parasitic Diseases
3272,2.4715106,-3.6512892,0.22395737,Neoplasms
3273,2.4667523,-3.680893,0.21708691,Neoplasms
3274,2.4583514,-3.7103372,0.21792625,Birth asphyxia
3275,2.4571874,-3.7395785,0.21055341,Congenital malformation
3276,2.4512389,-3.7684379,0.20398948,"Pregnancy, childbirth and the puerperiu"
3277,2.4483254,-3.797466,0.19985302,Other Defined Causes of Child Deaths
3278,2.4429557,-3.825959,0.19347182,Diseases of Respiratory System
3279,2.438128,-3.8542173,0.19033429,Other Cardiovascular Diseases
3280,2.4323988,-3.88234,0.17722458,"Endocrine, Nutritional and Metabolic Diseases"
3281,2.4279954,-3.9100552,0.17514311,Diseases of Respiratory System
3282,2.4237103,-3.9374661,0.15622497,Birth asphyxia
3283,2.4156172,-3.9648223,0.15321594,External Causes of Morbidity and Mortality
3284,2.411564,-3.991732,0.14605579,External Causes of Morbidity and Mortality
3285,2.40503,-4.018055,0.13565499,Other Non-communicable Diseases
3286,2.3991282,-4.044704,0.12332803,Diseases of Respiratory System
3287,2.3949533,-4.0704594,0.11235919,Certain infectious and Parasitic Diseases
